stockID:ID,stock_name,:LABEL
601199,江南水务,COMPANY
300380,安硕信息,COMPANY
600959,江苏有线,COMPANY
002359,北讯集团,COMPANY
000678,襄阳轴承,COMPANY
600060,海信电器,COMPANY
600215,长春经开,COMPANY
000024,招商地产,COMPANY
000717,韶钢松山,COMPANY
000153,丰原药业,COMPANY
200152,山 航Ｂ,COMPANY
300069,金利华电,COMPANY
600853,龙建股份,COMPANY
600429,三元股份,COMPANY
600235,民丰特纸,COMPANY
002463,沪电股份,COMPANY
000902,新洋丰,COMPANY
300535,达威股份,COMPANY
300558,贝达药业,COMPANY
000970,中科三环,COMPANY
300323,华灿光电,COMPANY
600011,华能国际,COMPANY
300144,宋城演艺,COMPANY
900915,中路Ｂ股,COMPANY
002165,红 宝 丽,COMPANY
002453,天马精化,COMPANY
000513,丽珠集团,COMPANY
000996,中国中期,COMPANY
000812,陕西金叶,COMPANY
002828,贝肯能源,COMPANY
002348,高乐股份,COMPANY
002001,新 和 成,COMPANY
002697,红旗连锁,COMPANY
600241,时代万恒,COMPANY
603283,赛腾股份,COMPANY
300057,万顺股份,COMPANY
600375,华菱星马,COMPANY
300256,星星科技,COMPANY
601258,庞大集团,COMPANY
000522,白云山A,COMPANY
002010,传化智联,COMPANY
002130,沃尔核材,COMPANY
002341,新纶科技,COMPANY
000987,越秀金控,COMPANY
000933,神火股份,COMPANY
600856,中天能源,COMPANY
002068,黑猫股份,COMPANY
600251,冠农股份,COMPANY
600644,乐山电力,COMPANY
002606,大连电瓷,COMPANY
300311,任子行,COMPANY
600515,海航基础,COMPANY
002793,东音股份,COMPANY
300413,快乐购,COMPANY
600788,*ST达曼,COMPANY;ST
300444,双杰电气,COMPANY
600398,海澜之家,COMPANY
200022,深赤湾Ｂ,COMPANY
603159,上海亚虹,COMPANY
002618,丹邦科技,COMPANY
600087,退市长油,COMPANY
300431,暴风集团,COMPANY
002729,好利来,COMPANY
000759,中百集团,COMPANY
603336,宏辉果蔬,COMPANY
900928,临港B股,COMPANY
000578,盐湖集团,COMPANY
600699,均胜电子,COMPANY
002807,江阴银行,COMPANY
002305,南国置业,COMPANY
300480,光力科技,COMPANY
600785,新华百货,COMPANY
600651,飞乐音响,COMPANY
600880,博瑞传播,COMPANY
600031,三一重工,COMPANY
600355,精伦电子,COMPANY
002091,江苏国泰,COMPANY
002095,生 意 宝,COMPANY
000988,华工科技,COMPANY
600004,白云机场,COMPANY
600393,粤泰股份,COMPANY
600111,北方稀土,COMPANY
002300,太阳电缆,COMPANY
600120,浙江东方,COMPANY
000630,铜陵有色,COMPANY
300143,星普医科,COMPANY
300151,昌红科技,COMPANY
000916,华北高速,COMPANY
002529,海源机械,COMPANY
603069,海汽集团,COMPANY
300549,优德精密,COMPANY
300378,鼎捷软件,COMPANY
002029,七 匹 狼,COMPANY
600864,哈投股份,COMPANY
300365,恒华科技,COMPANY
300065,海兰信,COMPANY
300038,梅泰诺,COMPANY
600965,福成股份,COMPANY
002374,丽鹏股份,COMPANY
600256,广汇能源,COMPANY
002524,光正集团,COMPANY
600638,新黄浦,COMPANY
002301,齐心集团,COMPANY
002339,积成电子,COMPANY
000529,广弘控股,COMPANY
000046,泛海控股,COMPANY
603067,振华股份,COMPANY
300177,中海达,COMPANY
603818,曲美家居,COMPANY
600717,天津港,COMPANY
600139,西部资源,COMPANY
600500,中化国际,COMPANY
000766,通化金马,COMPANY
000659,*ST中富,COMPANY;ST
600812,华北制药,COMPANY
000632,三木集团,COMPANY
600242,中昌数据,COMPANY
002294,信立泰,COMPANY
300225,金力泰,COMPANY
002789,建艺集团,COMPANY
002510,天汽模,COMPANY
300290,荣科科技,COMPANY
601919,中远海控,COMPANY
000411,英特集团,COMPANY
002119,康强电子,COMPANY
000576,广东甘化,COMPANY
600298,安琪酵母,COMPANY
002587,奥拓电子,COMPANY
